=== 日志会话开始: 2025/7/26 13:42:29 ===
[2025-07-26 13:42:29] [Log] 自定义日志系统已初始化，日志文件路径: D:/1_Project/2025.07 adventureX 2025/edrFerd/Assets\Log\log.log
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-9.00, 9.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_19_-10_9_-3 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-10.00, 10.00, -3.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 9.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 9.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 9.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 2
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 2
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_24_-13_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:32] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit1 Block_24_-13_10_-2 3
[2025-07-26 13:42:32] [Log] functionBlocks hit2 Block_23_-13_9_-2 3
[2025-07-26 13:42:32] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-11.00, 10.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_24_-13_10_-2 3
[2025-07-26 13:42:34] [Log] functionBlocks hit2 Block_17_-14_9_-4 3
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_25_-12_10_-2 3
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_24_-13_10_-2 3
[2025-07-26 13:42:34] [Log] functionBlocks hit2 Block_17_-14_9_-4 3
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, -2.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 10.00, -1.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_24_-13_10_-2 2
[2025-07-26 13:42:34] [Log] functionBlocks hit1 Block_17_-14_9_-4 2
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-13.00, 10.00, -1.00)
[2025-07-26 13:42:34] [Log] functionBlocks hit0 Block_17_-14_9_-4 1
[2025-07-26 13:42:34] [Log] 检测到碰撞，调整位置到: (-14.00, 9.00, -3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_16_-14_8_-4 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_16_-14_8_-4 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_16_-14_8_-4 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_16_-14_8_-4 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_16_-14_8_-4 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_23_-13_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_26_-12_10_1 3
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_15_-11_8_-3 3
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 10.00, 1.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_26_-12_10_1 3
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_22_-12_9_-2 3
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_15_-11_8_-3 3
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 10.00, 1.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_26_-12_10_1 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_15_-11_8_-3 2
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 10.00, 1.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_27_-12_10_2 3
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_26_-12_10_1 3
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_15_-11_8_-3 3
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 10.00, 2.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, 2.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, 2.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-13.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 4
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_26_-12_10_1 4
[2025-07-26 13:42:35] [Log] functionBlocks hit3 Block_15_-11_8_-3 4
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 3
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 3
[2025-07-26 13:42:35] [Log] functionBlocks hit2 Block_15_-11_8_-3 3
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 2
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 2
[2025-07-26 13:42:35] [Log] functionBlocks hit1 Block_27_-12_10_2 2
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_28_-12_11_2 1
[2025-07-26 13:42:35] [Log] 检测到碰撞，调整位置到: (-12.00, 11.00, 3.00)
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Warning] 获取Tick更新失败: Cannot connect to destination host
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_15_-11_8_-3 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
[2025-07-26 13:42:35] [Log] functionBlocks hit0 Block_22_-12_9_-2 1
